V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,Target
4.97959718,4.350592364,0.355412492,1.390537679,0.036144129,0.796745498,0.420660447,-3.20397029,2.5567968,-1.749265624,-0.50517603,-1.866905631,-1.230004932,-2.36114778,-0.365163247,-6.377698754,1.389368231,0.43567749,0.915183523,-2.824444149,-4.607612901,2.988475731,0.172745063,2.285833354,0.713474425,3.223175149,-0.262358249,0.289194255,-0.930902351,-0.864977054,-1.665898299,-0.775891576,0.21834004,-2.999857806,2.217184316,-4.548454436,-1.581663009,3.33831708,-1.959445973,0.140361828,0
0.075480477,1.717097134,4.9127787,-1.634738797,1.127459339,0.743571975,-0.813609414,-5.207603155,-0.396849159,3.266799324,-2.351485905,-0.77108093,1.048576443,-1.515965348,-2.330261714,-6.252766543,-4.385772281,1.871300829,1.634443284,-4.795387908,-4.381860985,0.666325101,-4.359002453,2.71257071,0.239321918,4.991716582,3.235392282,-1.4620043,-3.40795019,-3.718313052,3.81930529,-0.02516561,1.640509815,-0.390431814,2.146161008,4.473702917,-2.18821186,4.588505698,3.03895926,-2.188969875,0
-3.945258597,2.843926519,5.043838958,4.412531457,2.65751852,-3.621317653,-0.061058024,2.064134161,-4.641974262,3.372209966,-4.526186462,3.951360881,-2.450822576,-1.81075849,0.302412014,0.999530032,0.801765179,-2.208997287,6.830082187,-2.510684054,-1.384798539,-1.257208357,-0.781055432,10.53578909,-2.204613197,5.161963753,-4.993640678,0.662741674,-2.68312759,-0.697632218,6.902750777,10.12619035,1.831226427,2.105159097,5.457839464,2.889221405,-3.233730958,2.5057642,0.733314527,-4.040711615,0
-1.786412285,1.144708468,3.573010629,1.452693535,1.17019557,-0.687758857,-1.303508733,-2.527341142,0.89899946,0.991094527,-3.543915475,-1.647722842,0.808160524,-0.631037169,-2.275783591,-3.732903063,-0.167072236,0.752168505,0.641410256,0.264650489,-2.003186071,-0.69185403,-3.312767896,1.08039534,0.490669084,3.235171306,-0.268418738,-0.425994721,-2.612126043,-2.996043967,1.658018334,0.114091211,-0.333145949,0.355710473,0.201491456,2.606894165,-0.785932969,0.703934079,1.936397023,-1.846067932,0
6.724991401,0.848949113,7.463079071,-5.643366634,-2.385216394,-0.470845735,1.250573497,-2.540043007,0.229855897,1.58556859,-0.672540361,2.402734543,2.902662105,-1.072122343,1.585698826,-4.200857818,-4.847518442,-0.473753219,1.083253468,-3.105261378,-5.652329514,0.598255945,-5.805112491,-5.17188042,4.128562585,3.2131573,9.289129494,-3.314360346,-2.434498017,-5.365091984,4.41103505,-9.528303686,-3.754868387,0.503011605,1.644227183,5.858231116,-0.66431699,-0.262494562,2.589849251,1.831286401,1
-0.237431893,1.340306534,1.892455468,1.097328405,0.341053869,-3.440906683,1.564759032,6.046782389,-4.732692466,0.081356207,-0.974409813,7.508927162,-2.099880629,-1.325190807,2.899753193,4.923421094,2.490826279,-2.363868353,4.642647226,-0.797201899,-0.294946815,-0.088881888,3.129258682,5.817167681,-1.14367999,0.934491099,-3.920925061,0.219439204,0.929950823,2.429115907,3.9149857,5.354150233,-0.283756899,1.101312508,4.288493733,0.599984568,-0.486020997,-1.04739943,-1.421297211,0.572003313,0
2.678984648,-1.207870634,1.962793996,-0.769293032,-2.719386737,-0.630219363,0.432836851,-0.347083429,-0.152516832,2.405499815,3.577054819,0.569223155,4.227635983,0.847997168,-0.826855099,0.593913749,-6.46777536,-3.498006082,3.054089794,-2.227173613,-3.06747203,-0.155728466,-1.562658665,-2.678964119,-0.704669257,1.022354353,4.467670083,-1.932840831,-0.029771912,1.081327195,1.551741865,0.624752399,1.553525387,1.48789281,4.307860095,-0.017040489,-2.313497958,-1.140345573,0.262416054,-3.708408223,1
-2.965549411,2.018194366,4.526974684,1.635197138,2.108133484,-1.369731095,-1.615646347,-1.11165095,-1.098777877,0.652676413,-4.415708215,0.954942664,-0.400862528,-2.016398971,-2.671862942,-3.520335567,1.077453622,1.752235002,1.850965495,-0.845891481,-3.194642022,-0.240875914,-2.049139287,5.115771016,-0.643246991,4.496402914,-3.574214098,-0.603821759,-1.538142128,-0.849972363,3.249806484,3.440689838,1.716092192,-0.860559395,2.772388758,2.886461738,-0.894701053,1.231353884,1.452115022,-1.25471042,0
2.972835983,9.715729927,4.927649325,-2.822428027,3.62348113,1.799905654,0.897492244,-0.459570595,1.329354482,-8.382134562,3.277973495,0.307872925,0.348124634,-5.750864009,0.067927301,1.200733167,0.434548326,0.246404067,-6.653877335,-7.708879699,-1.764383094,-3.392038222,-3.557634743,-3.197753145,-0.921040247,12.48276612,-5.676576692,-6.103380957,8.263216547,2.195832161,5.052246667,-4.271122138,7.586651609,-10.32792287,-0.090644505,-3.347990478,0.161769912,-0.084842084,-2.22344315,9.305424066,0
-3.983955167,-0.488505319,-0.165934752,-0.150856135,2.192456902,-0.690895272,-1.011002971,1.359778285,-3.090797641,1.55643145,-1.857468635,2.724295569,-0.12532306,-0.148406081,-2.396147087,0.781563019,-0.401875405,2.281551404,0.660229143,-1.945958886,-0.555381491,0.799391933,3.113251786,6.40294517,-2.552526938,1.200270905,-3.629013002,-0.243611204,-0.847231051,1.884489563,2.777469247,7.886882144,3.038110972,-1.136326736,2.190520108,2.588072933,-0.343859327,0.899999096,0.699716632,-1.203456638,0
0.413152956,2.982363604,7.483926534,0.281821756,0.961317597,-3.841782724,0.059622704,2.2732183,-2.135717329,0.000470907,-4.421354399,5.184386376,1.38362679,-2.063262624,-0.564301884,-0.67220044,0.553738379,-1.037468528,3.061914546,-1.219192683,-4.680334476,-0.615825256,-1.784864135,3.022923469,0.663313356,6.112096279,-1.586498377,-2.404124735,-1.904494428,-2.021622708,6.352766907,1.715594884,-1.200936755,-0.382337584,4.120179395,4.487503949,-0.937182774,-2.161036738,1.12475387,0.157046994,0
2.684733795,-0.772477169,-0.082368811,1.226260364,-0.882815684,-1.420654242,1.047025774,3.303841,-2.839279314,1.956369579,-0.533362918,1.72325925,-4.171413116,0.237728768,4.341614644,2.128023709,1.801594886,-1.937668452,3.854048146,-0.196700055,0.155016952,1.218037379,1.806286982,5.268601626,0.537456121,-2.684519411,-0.341179623,1.862624867,-0.450951722,1.209648761,2.802097698,4.614048481,-0.751401924,1.097552698,3.994291782,-0.878154361,-1.734007763,-0.262783412,-2.477557757,-0.207955809,1
-7.16389122,-0.998576365,-0.122279106,5.458021635,1.792716812,-2.803558368,-1.887082279,1.558764516,0.263956325,0.071468604,-5.789344666,0.045700917,-0.14249578,0.904913554,-2.910708831,0.039916932,5.267206955,0.587532555,1.360736013,6.520387698,1.878017198,-1.237359447,0.979987629,2.991496018,-0.730983676,-0.921051327,-5.707189387,2.382226361,-2.987833613,-1.279850921,-2.019879931,3.880966814,-2.942203426,3.273531176,-2.099721233,1.563404907,1.370577727,-1.883162715,1.540390605,-3.32046851,0
-7.228468723,-2.077676823,-2.358474175,5.882209675,0.656061588,-1.546143551,-2.769441189,2.226949089,0.0250547,-1.315845117,-2.34158177,-0.396648425,-1.045288171,0.082410006,-3.69212319,0.421061222,5.578216308,1.212568695,1.690516224,6.631828768,1.192066896,-0.55552228,2.412727954,3.855544165,-2.511391318,-2.937184706,-8.830143046,2.659999216,1.658189157,4.969818299,-4.511466286,5.836764874,1.762366415,1.412155542,1.248778041,-2.736078081,1.412205368,-2.053768193,-0.78275692,-3.023805695,0
4.290385427,1.991109758,4.085789913,1.276465503,-1.682535771,-1.517332636,-0.327761311,-2.103647092,3.01359743,-0.656939976,-1.884104156,-0.905073971,2.87172807,-0.932864901,-1.825591419,-5.656401274,-0.519829537,-1.278500635,1.948015831,0.58145473,-6.082167787,1.369556011,-2.553190936,-2.136707454,1.976046722,3.196254665,2.370186401,-1.215326352,-2.494964606,-2.536820256,-0.29958165,-3.22140997,-2.52785494,-0.250406731,2.761410647,-0.649503962,-1.199654541,-1.420482813,0.06476231,-1.807976075,0
-0.654881665,3.147686736,-0.770845374,3.508555795,1.450370252,0.272300736,-0.390896855,-1.705761552,1.645659699,-1.63021174,-1.21337608,-2.122183634,-1.647564456,-1.537595028,-1.103735151,-2.849356546,2.868924377,0.242070617,0.429083587,-0.222264581,-0.616030675,0.469064471,0.268252628,2.880986102,-0.817575369,2.306179414,-3.848968722,1.190566958,-0.115218066,0.042079003,-2.019124368,1.79095421,1.055840433,-1.293585363,0.014695995,-3.727016392,-0.673956293,2.488949433,-1.10237213,-0.814632259,0
-1.452930156,0.537558625,0.451401109,-3.249302794,1.365106749,2.147593369,-1.131748608,-2.894609755,-0.620529742,-0.421758598,-0.37790917,0.813713005,-0.203363523,-1.885087175,-2.639544645,-3.976773548,-0.822756291,4.907808019,-1.926180184,-2.881869804,-2.140377431,1.450191033,-0.154495726,1.874996314,-0.73211405,1.541168908,-0.799833226,-0.995773341,1.052489913,1.086232399,-0.250454699,-1.035774418,3.185977445,-2.910087786,0.194182184,1.87767432,1.015907705,3.369607225,1.432054218,1.942667005,0
-0.575065495,2.739407001,-5.02055635,-4.53713655,2.571645921,2.411811471,0.901963886,0.632203951,-1.614682581,-3.721599864,2.933066912,5.077819916,0.497420978,-2.122009217,-2.491152097,0.552863801,0.155232089,4.962817423,-4.223745237,-5.953678554,-0.577963297,3.238348502,7.836386156,3.213791339,-3.358831837,2.087595034,-4.002949329,-1.561470978,3.263600039,4.47570196,-2.175963227,2.619141743,4.436107665,-6.096155298,-1.091331053,-2.152427944,2.269161314,3.688944486,-0.953536821,4.51842512,0
-0.942994555,-5.069761412,3.042842719,-3.561025499,-2.521348039,-0.781436902,-1.056083782,0.685361311,-1.085247804,1.940578342,-0.932862677,2.302807521,2.283806748,1.292314056,-0.454286685,-0.053506399,-1.818754429,1.374125323,0.452550091,3.790546049,-0.999133544,-0.601573478,-2.867783441,-4.47765284,2.117746103,-3.809239007,4.3138067,-0.882775865,-0.305273392,-0.479419171,0.466879066,-5.549174163,-2.675727074,3.105219207,0.201657289,6.110702056,1.963133289,-3.529488737,2.832064644,0.251738676,0
3.251539286,5.600397038,2.031435817,-0.727008301,1.52299188,2.179610039,1.417188956,-5.740382646,1.151981756,-0.185096222,-1.01970316,-1.268771061,-3.20696512,-3.37932068,1.739451083,-6.544572674,0.259670076,1.278294946,0.73690475,-5.327284926,-1.956473733,1.244608133,-3.45290817,2.146983196,1.416122678,4.647601812,2.149824862,0.524490042,-1.59509742,-4.542193863,-0.012511026,-5.072786892,-0.466269459,-1.203971888,-1.282897286,-0.908945296,-1.278294544,8.111425071,0.780825483,1.553159475,0
-1.108680766,6.9178774,2.605455146,1.203812089,4.194204294,-1.350057946,0.602855779,1.276474445,-0.633163964,-4.415693461,-3.834542222,3.393153745,-2.031828349,-3.765331684,-0.287018103,-0.611606732,5.380897453,1.513677727,-1.493978786,-2.547324004,-1.006569543,-0.376099169,1.296595219,4.62900695,-0.604498409,7.354284281,-6.998221455,-1.143354928,0.597443853,-1.164480444,2.629682162,1.489390262,0.504987626,-4.244268922,-0.895552031,-0.333626011,0.770344128,1.478945452,-0.592762103,4.203375752,0
-2.361554964,4.774217644,1.502930953,-0.621767631,3.026343423,0.326717634,-1.716063705,-1.461963817,1.984722711,-5.24672092,-0.639013632,1.210772849,4.49001159,-3.01329158,-7.141358069,-3.305321886,0.25318121,3.641533733,-4.355274614,-2.953937186,-4.530725784,0.39092173,1.653451696,0.077724786,-2.674135038,8.176944974,-6.273694879,-3.911317923,2.359912707,2.413663216,-0.464825583,1.490194801,5.008046205,-6.855244773,0.425525117,-1.137106955,1.291366927,-0.457917857,0.385944131,2.036127425,0
-4.009182395,2.31109876,1.48948051,3.806111469,2.267050212,-2.705007016,0.567577922,3.193010937,-3.718461659,0.716955497,-3.19265306,4.404227146,-3.538535375,-1.633452553,1.501068507,2.600735045,3.919552925,-1.297181023,4.525867599,-0.034122741,1.38236325,-1.036771531,1.373659694,7.798642533,-1.721741997,1.928746766,-5.95334499,1.787488467,-0.599006959,0.471356619,2.602992982,6.246694818,0.084917555,2.069808008,1.899533361,0.591269209,-0.715643098,2.027125549,-0.132523397,-1.237958663,0
-4.465362642,-4.057487424,-2.935496687,2.295490133,-0.046264612,0.956696154,-1.494783586,2.292976218,-2.500730837,1.424263635,1.438037705,-2.261027016,-4.889189185,0.939982621,1.929662901,4.184336376,2.254020458,0.244679794,0.920216403,3.076011066,4.857400974,-1.769533141,0.077171704,3.563502132,-1.650648489,-5.775712362,-4.461433782,2.749845286,3.988597654,5.47164715,-0.351304911,5.15549075,4.215266944,1.274993444,1.512498528,-1.69649154,-0.070743876,-0.503168189,-1.758295393,-0.420989072,1
0.092428051,0.163224247,-1.136859367,-2.126796646,0.191467486,-1.366516903,-0.029878514,3.64368081,-1.521643072,-2.802608946,-0.641378292,6.345202684,1.667683324,-0.986336544,-2.299844378,0.445210742,2.280395857,2.805048112,-0.745161512,0.033860015,-3.045916266,2.887984195,6.214037686,2.141785186,-1.126655376,0.009842398,-3.518573975,-1.184039867,1.174181255,3.620352191,-1.081346544,2.169103237,0.017732689,-2.828774731,1.931257416,0.083416262,2.282011035,-2.24183023,-0.864002005,2.407288926,0
-1.983705015,-0.683073609,1.363621279,-1.237681556,0.486183524,-1.656659036,-1.343508622,1.272675939,-0.304286981,-1.298691826,-3.367103046,3.842828231,2.748116519,-0.403399393,-3.958789732,-2.103933421,1.652087181,3.30774598,-0.773336097,1.972241256,-3.369959743,1.664607542,2.497510022,0.800058766,-0.082585928,0.727325551,-2.116049142,-1.180435177,-1.279857953,0.454454753,-0.526412189,0.446021929,-1.368965201,-1.118001466,0.619401721,3.149800568,2.144239475,-2.524064469,1.429041391,0.52232494,0
-0.48151981,2.321344946,3.623058785,2.561845239,0.568646181,-1.331440165,-0.645122223,-3.025343477,0.916799711,1.749906846,-2.950672025,-0.480075151,1.806158327,-1.039460246,-2.823659051,-4.959967278,-1.457163826,-0.68440478,3.368982456,-1.300305646,-4.087154078,0.489229111,-2.351625121,2.541229592,-0.25718567,4.475706137,0.350299231,-0.258110242,-3.816565921,-2.988399009,1.052359772,1.692768477,-0.44153889,1.17223437,2.280146387,1.111624436,-2.056032894,2.329336766,1.69504762,-4.280584004,0
-3.158859953,0.938412433,-1.476399276,-1.256750782,2.094581106,1.282261324,-1.764401575,-1.223985928,0.014382927,-2.018742786,-0.164067618,1.00646925,1.73873389,-1.442633035,-5.326885606,-2.611672726,-0.026599265,4.649887919,-2.740008906,-2.106627667,-2.398147377,1.704136965,3.200125635,2.789886538,-2.722989737,2.472705438,-4.558792654,-1.39277073,1.558014035,3.427131565,-1.446549072,3.555759463,4.683227197,-4.397731072,0.757467289,-0.376189799,1.187911043,1.307046847,0.360565276,0.745785295,0
-4.151487842,2.062914967,-4.928140271,11.41063406,1.048109689,-1.308251849,-3.512737269,-1.059021174,4.918215928,-3.758953204,-3.252600538,-5.308623351,-0.551652445,-0.971494173,-7.24450204,-6.449447519,8.009556059,0.883309323,2.328395055,6.180114986,-3.323810449,2.854526107,5.082971641,6.798100526,-3.433025837,0.036423117,-12.14144117,3.903905354,-0.387004377,5.216942761,-9.255114847,9.784488572,2.526794233,-1.771285828,3.313453644,-10.80622575,-0.658146024,-0.195860544,-3.799985417,-6.363350384,0
5.871257015,-0.649770417,8.672477257,-5.777383673,-4.345408753,1.303891828,-0.561135067,-7.140191447,0.99333477,3.443330809,1.631955918,0.79058194,4.689858998,-2.276832127,-2.112845364,-9.709967426,-8.907529421,0.864244413,3.953642228,-4.134759668,-9.787733922,1.517203928,-9.063182172,-5.440806514,2.86460509,3.087103986,10.69347736,-3.492181943,-1.003024552,-2.410446146,1.540212612,-10.83792544,0.49194718,1.333273178,5.785987335,4.891318934,-1.746232706,3.025908903,3.866377067,-1.941151568,0
-4.367228394,3.323076536,2.514707338,3.521577707,1.899761077,-1.416065679,-0.84053524,-0.371097427,-1.443336193,-0.102441985,-0.756706856,2.417094301,0.961695844,-2.587472124,-3.542953979,-0.941540733,-0.338653183,-0.681047083,3.717473587,-2.316978189,-2.439244393,-0.978322223,-0.33758854,5.294926737,-3.517322866,5.69347961,-5.878840586,-0.608379135,0.858350895,2.417577296,1.079679519,5.881707514,4.515126154,-0.172533599,3.901462021,-1.001789414,-1.509641277,2.74072527,0.631337229,-3.395755228,0
0.516877357,3.921083578,9.251557567,7.660808741,-1.885035875,-3.279933355,-2.708995694,-6.297608831,4.389203375,0.766747576,-5.93953484,-2.232719096,3.002481271,-3.65568345,-6.054701576,-13.46735718,0.948010743,-1.736160262,8.78701602,3.08614789,-11.18139661,0.937825512,-7.967600162,1.773112862,1.280878014,6.696533418,-1.124947296,0.381101778,-4.418441757,-3.051163154,-2.496133428,-2.549181977,-1.676455205,3.176718412,7.311056382,-1.416194904,-3.034984004,2.010151081,1.963256205,-8.309461833,0
-1.917525741,-2.333369578,-0.47811645,-2.307827381,0.354196835,0.496695762,-1.225027807,0.994135152,-1.792265127,0.118671524,-0.838844468,1.741948673,-0.75613203,-0.071943697,-1.131115077,-0.155344713,0.793305211,3.563942521,-1.220532916,0.59756324,-0.381829451,1.034354826,1.62809895,1.974955788,-0.384087706,-2.136373575,-1.542368636,-0.132991118,1.157538714,2.450960884,0.366073231,1.351162375,1.559853787,-1.340883182,0.875139162,2.31407353,1.458011605,-0.719460942,0.373329776,1.711062784,0
4.830390038,-0.281203027,9.730987179,-3.139364802,-2.649728561,-2.168861347,-0.897896219,-1.810907725,-0.304789811,2.259963323,-3.232058491,2.593485949,3.195823649,-1.534203003,-1.190332363,-6.472679766,-3.638672127,0.28118696,3.680487407,-0.91727809,-9.056724196,1.203932439,-6.031700986,-1.52325224,3.392009687,3.448336485,5.864738358,-3.154868499,-2.721657662,-2.977519534,5.220021618,-4.95715713,-2.034199461,0.389962498,6.373028289,6.286471846,-1.40682632,-2.236761114,2.318371299,-0.704732854,0
4.841657176,1.750633352,5.685519581,-2.022499628,-1.852853427,-0.540268793,0.316324116,-2.81700325,-0.41710449,1.583703482,-0.982925841,2.551317488,0.734219306,-2.520773867,-0.141467339,-6.463664734,-2.612601656,0.289950274,4.306227841,-3.306452712,-7.283437536,2.33703157,-3.380408662,1.211604399,1.736781458,3.078066478,4.117853279,-1.32629484,-1.620204227,-1.556302404,2.052104803,-3.572316124,-0.561769874,0.07911795,5.406593481,1.889928987,-1.707806308,2.622845372,0.984941342,-0.810377937,0
-3.054477714,-2.924560931,2.484730352,0.313305999,1.703499422,-2.530680511,-1.861136979,3.853403267,-4.174474537,3.061183443,-5.598525575,1.993122522,-2.319720366,1.09661974,-0.163844954,1.462938847,1.929138912,2.151887176,1.255651703,1.358473948,-0.627895485,0.513663499,1.768599851,7.903640698,-0.135499804,-1.183805704,-3.210807283,0.329652756,-2.562661202,0.506036428,6.739064165,9.35390984,0.555881569,-0.456852786,3.814535244,5.831671282,-0.693293553,-3.35793204,0.158542618,-0.427446697,0
5.003278541,-5.402442965,2.374587577,2.466303737,-1.958222866,0.64554552,-4.933701063,-0.86737844,3.019531495,1.609573779,-4.235630391,-12.16815725,-4.379300826,2.2957412,0.249494468,-5.966826636,2.832186944,2.305870295,-2.226247247,5.471798669,-4.070792884,1.765397896,-4.032198604,2.47253825,3.964495556,-5.151453502,-0.267101466,0.905773569,-0.473579353,1.908707302,4.244298515,5.295215873,2.60066897,-4.951542595,6.938148728,-0.957432511,-2.934367747,-8.069080391,-4.506864012,0.269328435,0
-0.182764682,-1.373616309,2.516019556,0.12183582,0.494207819,-3.524304406,0.366568745,5.837622267,-4.872838775,1.690922259,-5.004903224,5.82281,-4.103278346,-0.03277695,3.528232029,2.762055317,4.517804859,0.370780542,3.435469232,1.876321178,-0.254263586,1.0169283,2.610332839,7.154026616,1.220756073,-2.197886701,-2.447207623,1.310898258,-1.889758382,-0.013530378,5.283782947,5.099419259,-3.049724813,1.309012703,3.391107961,4.316773151,0.167386988,-2.591724821,-0.748526775,1.542962367,0
1.178000323,-0.01571741,2.038846503,-0.324694079,0.264109674,-1.824573554,-0.377088928,1.826273364,-1.567830532,0.644668643,-3.157280129,2.64104311,-0.424289951,-0.345261956,-0.323931786,-1.345411649,1.282175007,1.131737532,1.44618685,-0.216795145,-3.203744162,1.946265652,1.84567047,4.136837489,0.526984986,0.634185004,-0.930984798,-0.331387249,-1.983251412,-0.130202852,2.920647946,3.537615574,-0.927180434,-1.078342637,3.266084478,2.158035569,-0.426699905,-1.499870103,-0.394164807,0.171686486,0
-6.196439031,-1.046348467,0.428952866,4.136191851,1.884423925,-3.774548092,-2.387733764,3.242940545,-1.670915087,0.479471257,-5.905659511,3.465314061,1.510238097,0.383058443,-5.279932047,-0.655811238,3.661367873,1.918230508,2.508741432,3.72414304,-2.439579983,1.341838197,4.745531497,7.300790237,-2.412011116,0.639456284,-7.250700838,0.836627787,-3.132726971,1.778729022,0.322748617,9.983798515,-0.194951016,0.546772043,2.996993641,2.114543807,0.515611089,-2.793405381,0.682632233,-3.971971372,0
-0.608126687,0.384708387,5.236103737,-1.801514233,0.335049656,0.160170621,-0.830132965,-3.535367172,-0.277454845,2.104817236,-2.720436531,-0.056678652,0.586219762,-1.194202985,-1.054979846,-4.458997876,-2.150117044,1.669046431,0.98899487,-1.276275059,-2.653062549,-0.583816771,-5.294198689,-0.198504784,1.50311729,2.739115511,3.018643185,-1.088016691,-2.141765124,-3.630641579,2.716778647,-3.771455741,-0.525387643,0.975405973,0.416942639,5.186739101,-0.441034684,2.138289526,3.214170354,-0.459702794,0
-3.813860406,0.680832914,-3.354859651,0.445789149,1.31082294,-0.370435612,-0.205087504,1.870490445,-2.123891221,-1.054980752,1.362119263,4.96526176,1.585960442,-0.999156574,-3.80798847,1.2589605,0.083984329,1.75184148,1.099083371,-1.99926282,-1.04079533,1.872339876,6.414419905,4.897982312,-4.301389071,0.955335853,-5.469808728,-0.074498563,1.537978703,5.1098388,-2.378030829,6.789428789,3.727065392,-1.347222669,2.073902677,-1.992624528,0.782628723,1.904098095,-0.348950339,-1.51308314,0
